server_generation,latency_sensitivity,time_step,capacity,demand
CPU.S2,low,97,372368.8057749815,328076.0
CPU.S2,medium,97,199736.41131758725,283703.0
CPU.S2,high,97,86355.0,86355.0
CPU.S3,low,97,201539.47368421048,208714.0
CPU.S3,medium,97,114258.0,114258.0
CPU.S3,high,97,71610.20240447544,70000.0
CPU.S4,low,97,0.0,0.0
CPU.S4,medium,97,0.0,0.0
CPU.S4,high,97,0.0,0.0
GPU.S1,low,97,1466.0,1466.0
GPU.S1,medium,97,1057.0,1057.0
GPU.S1,high,97,585.0,585.0
GPU.S2,low,97,805.6456920717178,845.0
GPU.S2,medium,97,1259.0,1259.0
GPU.S2,high,97,689.0,689.0
GPU.S3,low,97,67.0,67.0
GPU.S3,medium,97,54.0,54.0
GPU.S3,high,97,97.0,97.0
CPU.S1,low,98,248471.96790008267,546950.0
CPU.S1,medium,98,164300.05753872637,266497.0
CPU.S1,high,98,16137.0,16137.0
CPU.S2,low,98,374894.1660882664,380649.0
CPU.S2,medium,98,202311.17022337043,292537.0
CPU.S2,high,98,81040.0,81040.0
CPU.S3,low,98,225250.0,225250.0
CPU.S3,medium,98,102230.84210526317,108697.0
CPU.S3,high,98,75735.0,75735.0
CPU.S4,low,98,0.0,0.0
CPU.S4,medium,98,0.0,0.0
CPU.S4,high,98,0.0,0.0
GPU.S1,low,98,1571.0,1571.0
GPU.S1,medium,98,927.0,927.0
GPU.S1,high,98,552.0,552.0
GPU.S2,low,98,818.0,818.0
GPU.S2,medium,98,1132.0,1132.0
GPU.S2,high,98,736.0,736.0
GPU.S3,low,98,76.0,76.0
GPU.S3,medium,98,91.0,91.0
GPU.S3,high,98,144.0,144.0
CPU.S1,low,99,260138.3823695536,462923.0
CPU.S1,medium,99,159361.19193655576,216579.0
CPU.S1,high,99,15127.0,15127.0
CPU.S2,low,99,335431.6222895015,412084.0
CPU.S2,medium,99,229884.54875554368,259428.0
CPU.S2,high,99,75191.00000000001,70659.0
CPU.S3,low,99,221856.0,221856.0
CPU.S3,medium,99,86631.26276895739,83838.0
CPU.S3,high,99,83645.0,83645.0
CPU.S4,low,99,0.0,0.0
CPU.S4,medium,99,0.0,0.0
CPU.S4,high,99,0.0,0.0
GPU.S1,low,99,1309.0,1309.0
GPU.S1,medium,99,901.0,901.0
GPU.S1,high,99,510.0,510.0
GPU.S2,low,99,854.6084807680339,819.0
GPU.S2,medium,99,1110.0,1110.0
GPU.S2,high,99,750.8381840268016,720.0
GPU.S3,low,99,109.0,109.0
GPU.S3,medium,99,122.0,122.0
GPU.S3,high,99,214.0,214.0
CPU.S1,low,100,213992.11155752713,411920.0
CPU.S1,medium,100,168635.50070056412,182087.0
CPU.S1,high,100,10999.0,10999.0
CPU.S2,low,100,374894.1660882664,416413.0
CPU.S2,medium,100,231873.4523357832,221268.0
CPU.S2,high,100,71001.23415656113,67284.0
CPU.S3,low,100,274818.0,274818.0
CPU.S3,medium,100,81996.0,81996.0
CPU.S3,high,100,88452.0,88452.0
CPU.S4,low,100,0.0,0.0
CPU.S4,medium,100,0.0,0.0
CPU.S4,high,100,0.0,0.0
GPU.S1,low,100,1140.0,1140.0
GPU.S1,medium,100,895.0,895.0
GPU.S1,high,100,392.0,392.0
GPU.S2,low,100,849.701365441253,791.0
GPU.S2,medium,100,1140.882739928313,1093.0
GPU.S2,high,100,696.0,696.0
GPU.S3,low,100,144.0,144.0
GPU.S3,medium,100,161.0,161.0
GPU.S3,high,100,243.0,243.0
CPU.S1,low,101,224591.01016098677,418865.0
CPU.S1,medium,101,173248.91909071303,192676.0
CPU.S1,high,101,9313.0,9313.0
CPU.S2,low,101,371767.4585965336,441002.0
CPU.S2,medium,101,231031.02411913354,259969.0
CPU.S2,high,101,75191.0,75191.0
CPU.S3,low,101,277932.8790509513,315235.0
CPU.S3,medium,101,79896.11764705883,71718.0
CPU.S3,high,101,105027.0,105027.0
CPU.S4,low,101,0.0,0.0
CPU.S4,medium,101,0.0,0.0
CPU.S4,high,101,0.0,0.0
GPU.S1,low,101,963.0,963.0
GPU.S1,medium,101,927.0,927.0
GPU.S1,high,101,355.0,355.0
GPU.S2,low,101,844.7899295941772,740.0
GPU.S2,medium,101,1133.5127527669272,1075.0
GPU.S2,high,101,674.0,674.0
GPU.S3,low,101,167.0,167.0
GPU.S3,medium,101,194.0,194.0
GPU.S3,high,101,301.0,301.0
CPU.S1,low,102,208966.77510477777,459312.0
CPU.S1,medium,102,173248.91909071303,186329.0
CPU.S1,high,102,8456.350697404558,8589.0
CPU.S2,low,102,344994.0544405757,577409.0
CPU.S2,medium,102,231873.45233578322,287272.0
CPU.S2,high,102,71857.53732736573,94333.0
CPU.S3,low,102,298955.956906938,359521.0
CPU.S3,medium,102,76611.53300192732,86791.0
CPU.S3,high,102,134017.62355961394,137423.0
CPU.S4,low,102,0.0,0.0
CPU.S4,medium,102,0.0,0.0
CPU.S4,high,102,0.0,0.0
GPU.S1,low,102,864.0,864.0
GPU.S1,medium,102,848.0,848.0
GPU.S1,high,102,324.0,324.0
GPU.S2,low,102,848.0,848.0
GPU.S2,medium,102,1159.0,1159.0
GPU.S2,high,102,690.0,690.0
GPU.S3,low,102,224.0,224.0
GPU.S3,medium,102,236.0,236.0
GPU.S3,high,102,370.0,370.0
CPU.S1,low,103,214528.60326485193,316826.0
CPU.S1,medium,103,124421.0,124421.0
CPU.S1,high,103,4892.0,4892.0
CPU.S2,low,103,333950.3428004654,511400.0
CPU.S2,medium,103,231873.45233578322,233540.0
CPU.S2,high,103,75044.0,75044.0
CPU.S3,low,103,329125.7827693214,281408.0
CPU.S3,medium,103,71486.0,71486.0
CPU.S3,high,103,104412.95859459158,104209.0
CPU.S4,low,103,0.0,0.0
CPU.S4,medium,103,0.0,0.0
CPU.S4,high,103,0.0,0.0
GPU.S1,low,103,672.0,672.0
GPU.S1,medium,103,674.0,674.0
GPU.S1,high,103,290.0,290.0
GPU.S2,low,103,767.4269149760087,825.0
GPU.S2,medium,103,1240.0,1240.0
GPU.S2,high,103,729.0,729.0
GPU.S3,low,103,245.0,245.0
GPU.S3,medium,103,245.0,245.0
GPU.S3,high,103,377.0,377.0
CPU.S1,low,104,228789.29117505846,286289.0
CPU.S1,medium,104,106773.0,106773.0
CPU.S1,high,104,4812.588235294118,4565.0
CPU.S2,low,104,344947.56003184395,578980.0
CPU.S2,medium,104,204830.31578947377,239177.0
CPU.S2,high,104,71392.84210526316,80402.0
CPU.S3,low,104,317500.0,317500.0
CPU.S3,medium,104,72581.0,72581.0
CPU.S3,high,104,116696.83607630823,105121.0
CPU.S4,low,104,0.0,0.0
CPU.S4,medium,104,0.0,0.0
CPU.S4,high,104,0.0,0.0
GPU.S1,low,104,602.0,602.0
GPU.S1,medium,104,665.0,665.0
GPU.S1,high,104,272.0,272.0
GPU.S2,low,104,754.3378853818342,722.0
GPU.S2,medium,104,1242.0,1242.0
GPU.S2,high,104,650.733279345761,643.0
GPU.S3,low,104,276.0,276.0
GPU.S3,medium,104,282.0,282.0
GPU.S3,high,104,354.0,354.0
CPU.S1,low,105,228789.29117505846,251907.0
CPU.S1,medium,105,84509.0,84509.0
CPU.S1,high,105,4306.0,4311.0
CPU.S2,low,105,348439.82297353435,622749.0
CPU.S2,medium,105,228928.0,228928.0
CPU.S2,high,105,79792.0,79792.0
CPU.S3,low,105,305174.2378087626,303499.0
CPU.S3,medium,105,67886.15169886862,60139.0
CPU.S3,high,105,114237.0,114237.0
CPU.S4,low,105,0.0,0.0
CPU.S4,medium,105,0.0,0.0
CPU.S4,high,105,0.0,0.0
GPU.S1,low,105,443.0,443.0
GPU.S1,medium,105,557.0,557.0
GPU.S1,high,105,269.0,269.0
GPU.S2,low,105,712.2203395005444,698.0
GPU.S2,medium,105,1201.0,1201.0
GPU.S2,high,105,714.0,714.0
GPU.S3,low,105,336.0,336.0
GPU.S3,medium,105,273.0,273.0
GPU.S3,high,105,378.0,378.0
CPU.S1,low,106,151589.9675693224,199149.0
CPU.S1,medium,106,70309.0,70309.0
CPU.S1,high,106,4306.0,4306.0
CPU.S2,low,106,375455.7562180919,650454.0
CPU.S2,medium,106,209870.0,209870.0
CPU.S2,high,106,76234.0,76234.0
CPU.S3,low,106,303881.5359393075,347338.0
CPU.S3,medium,106,75486.0,75486.0
CPU.S3,high,106,151008.0,151008.0
CPU.S4,low,106,0.0,0.0
CPU.S4,medium,106,0.0,0.0
CPU.S4,high,106,0.0,0.0
GPU.S1,low,106,333.0,333.0
GPU.S1,medium,106,427.0,427.0
GPU.S1,high,106,201.0,201.0
GPU.S2,low,106,691.0,691.0
GPU.S2,medium,106,1122.0,1122.0
GPU.S2,high,106,727.0,727.0
GPU.S3,low,106,343.0,343.0
GPU.S3,medium,106,337.0,337.0
GPU.S3,high,106,445.0,445.0
CPU.S1,low,107,134342.0,134342.0
CPU.S1,medium,107,47079.0,47079.0
CPU.S1,high,107,1350.0,1350.0
CPU.S2,low,107,335934.0976688191,659777.0
CPU.S2,medium,107,220512.21514713412,167988.0
CPU.S2,high,107,76939.0,76939.0
CPU.S3,low,107,332246.9716424308,407827.0
CPU.S3,medium,107,86550.0,86550.0
CPU.S3,high,107,159996.0,159996.0
CPU.S4,low,107,0.0,0.0
CPU.S4,medium,107,0.0,0.0
CPU.S4,high,107,0.0,0.0
GPU.S1,low,107,200.0,200.0
GPU.S1,medium,107,293.0,293.0
GPU.S1,high,107,129.0,129.0
GPU.S2,low,107,725.7948644494716,719.0
GPU.S2,medium,107,1136.1584929212145,1116.0
GPU.S2,high,107,724.0,724.0
GPU.S3,low,107,400.0,400.0
GPU.S3,medium,107,356.0,356.0
GPU.S3,high,107,567.0,567.0
CPU.S1,low,108,80895.0,80895.0
CPU.S1,medium,108,25876.0,25876.0
CPU.S1,high,108,1015.0,1015.0
CPU.S2,low,108,339645.0481640544,655657.0
CPU.S2,medium,108,202129.66612762853,227487.0
CPU.S2,high,108,76939.0,85204.0
CPU.S3,low,108,326194.3682101605,488503.0
CPU.S3,medium,108,81937.28210437387,133831.0
CPU.S3,high,108,161798.0,161798.0
CPU.S4,low,108,0.0,0.0
CPU.S4,medium,108,0.0,0.0
CPU.S4,high,108,0.0,0.0
GPU.S1,low,108,94.0,94.0
GPU.S1,medium,108,180.0,180.0
GPU.S1,high,108,73.0,73.0
GPU.S2,low,108,858.72161378814,816.0
GPU.S2,medium,108,1136.1584929212145,1072.0
GPU.S2,high,108,647.0,647.0
GPU.S3,low,108,462.0,462.0
GPU.S3,medium,108,393.0,393.0
GPU.S3,high,108,637.0,637.0
CPU.S1,low,109,0.0,0.0
CPU.S1,medium,109,0.0,0.0
CPU.S1,high,109,0.0,0.0
CPU.S2,low,109,362707.07191214757,704214.0
CPU.S2,medium,109,197300.4030263832,254596.0
CPU.S2,high,109,85476.0,85476.0
CPU.S3,low,109,334184.15344874456,456384.0
CPU.S3,medium,109,99146.39756134771,120276.0
CPU.S3,high,109,148006.0,148006.0
CPU.S4,low,109,53493.0,53493.0
CPU.S4,medium,109,10541.0,10541.0
CPU.S4,high,109,11826.0,11826.0
GPU.S1,low,109,0.0,0.0
GPU.S1,medium,109,0.0,0.0
GPU.S1,high,109,0.0,0.0
GPU.S2,low,109,845.0,845.0
GPU.S2,medium,109,1100.0,1100.0
GPU.S2,high,109,595.0,595.0
GPU.S3,low,109,496.03650971983865,450.0
GPU.S3,medium,109,386.0284454557877,341.0
GPU.S3,high,109,629.0,629.0
CPU.S1,low,110,0.0,0.0
CPU.S1,medium,110,0.0,0.0
CPU.S1,high,110,0.0,0.0
CPU.S2,low,110,375970.40327691543,630090.0
CPU.S2,medium,110,220512.21514713412,257995.0
CPU.S2,high,110,76478.52631578948,87835.0
CPU.S3,low,110,350646.7677559974,446371.0
CPU.S3,medium,110,100679.66391680732,127572.0
CPU.S3,high,110,114088.0,114088.0
CPU.S4,low,110,68517.0,68517.0
CPU.S4,medium,110,15971.0,15971.0
CPU.S4,high,110,12062.0,12062.0
GPU.S1,low,110,0.0,0.0
GPU.S1,medium,110,0.0,0.0
GPU.S1,high,110,0.0,0.0
GPU.S2,low,110,932.0,932.0
GPU.S2,medium,110,1147.0,1147.0
GPU.S2,high,110,569.0,569.0
GPU.S3,low,110,476.2237072299068,464.0
GPU.S3,medium,110,252.0,252.0
GPU.S3,high,110,725.0,725.0
CPU.S1,low,111,0.0,0.0
CPU.S1,medium,111,0.0,0.0
CPU.S1,high,111,0.0,0.0
CPU.S2,low,111,377517.81504162133,633149.0
CPU.S2,medium,111,212524.29815279352,216884.0
CPU.S2,high,111,75094.0,75094.0
CPU.S3,low,111,339700.6077235846,387492.0
CPU.S3,medium,111,100679.66391680732,108694.0
CPU.S3,high,111,99375.0,99375.0
CPU.S4,low,111,68517.0,66036.0
CPU.S4,medium,111,19183.0,19183.0
CPU.S4,high,111,13362.0,13362.0
GPU.S1,low,111,0.0,0.0
GPU.S1,medium,111,0.0,0.0
GPU.S1,high,111,0.0,0.0
GPU.S2,low,111,1000.3377860557292,956.0
GPU.S2,medium,111,1069.2476453188578,1061.0
GPU.S2,high,111,505.0,505.0
GPU.S3,low,111,571.0,571.0
GPU.S3,medium,111,241.0,241.0
GPU.S3,high,111,740.0,740.0
CPU.S1,low,112,0.0,0.0
CPU.S1,medium,112,0.0,0.0
CPU.S1,high,112,0.0,0.0
CPU.S2,low,112,373404.43801924365,553530.0
CPU.S2,medium,112,180117.0,180117.0
CPU.S2,high,112,80673.99075047093,75108.0
CPU.S3,low,112,363270.578249656,377825.0
CPU.S3,medium,112,102289.0,102289.0
CPU.S3,high,112,91472.23504528601,90778.0
CPU.S4,low,112,74872.0,74872.0
CPU.S4,medium,112,19863.454744356233,16629.0
CPU.S4,high,112,13706.622365239935,11646.0
GPU.S1,low,112,0.0,0.0
GPU.S1,medium,112,0.0,0.0
GPU.S1,high,112,0.0,0.0
GPU.S2,low,112,1041.0943687465247,974.0
GPU.S2,medium,112,1018.0,1018.0
GPU.S2,high,112,479.0,479.0
GPU.S3,low,112,601.0,601.0
GPU.S3,medium,112,173.0,173.0
GPU.S3,high,112,834.0,834.0
CPU.S1,low,113,0.0,0.0
CPU.S1,medium,113,0.0,0.0
CPU.S1,high,113,0.0,0.0
CPU.S2,low,113,373857.0796425707,564802.0
CPU.S2,medium,113,173626.2121054125,156256.0
CPU.S2,high,113,78679.0,78679.0
CPU.S3,low,113,339988.75645716506,363962.0
CPU.S3,medium,113,111342.0,111342.0
CPU.S3,high,113,112735.0,112735.0
CPU.S4,low,113,92264.0,92264.0
CPU.S4,medium,113,22684.0,22684.0
CPU.S4,high,113,14848.0,14848.0
GPU.S1,low,113,0.0,0.0
GPU.S1,medium,113,0.0,0.0
GPU.S1,high,113,0.0,0.0
GPU.S2,low,113,1095.0,1095.0
GPU.S2,medium,113,1007.0,1007.0
GPU.S2,high,113,466.0,466.0
GPU.S3,low,113,710.0,710.0
GPU.S3,medium,113,183.0,183.0
GPU.S3,high,113,973.0,973.0
CPU.S1,low,114,0.0,0.0
CPU.S1,medium,114,0.0,0.0
CPU.S1,high,114,0.0,0.0
CPU.S2,low,114,388240.10575702286,669600.0
CPU.S2,medium,114,176182.99999999994,205528.0
CPU.S2,high,114,87935.35294117649,89739.0
CPU.S3,low,114,341077.03733629215,371918.0
CPU.S3,medium,114,111342.0,149247.0
CPU.S3,high,114,116991.43251287329,156911.0
CPU.S4,low,114,123901.0,123901.0
CPU.S4,medium,114,34187.0,34187.0
CPU.S4,high,114,21518.0,21518.0
GPU.S1,low,114,0.0,0.0
GPU.S1,medium,114,0.0,0.0
GPU.S1,high,114,0.0,0.0
GPU.S2,low,114,1072.2121457817143,1045.0
GPU.S2,medium,114,1007.0000000000001,985.0
GPU.S2,high,114,478.0,478.0
GPU.S3,low,114,705.0,705.0
GPU.S3,medium,114,155.0,155.0
GPU.S3,high,114,1136.0,1136.0
CPU.S1,low,115,0.0,0.0
CPU.S1,medium,115,0.0,0.0
CPU.S1,high,115,0.0,0.0
CPU.S2,low,115,429241.6184240495,465178.0
CPU.S2,medium,115,176182.99999999994,150429.0
CPU.S2,high,115,75842.81039132846,69163.0
CPU.S3,low,115,313413.43190175266,301000.0
CPU.S3,medium,115,106231.33397285733,106080.0
CPU.S3,high,115,120755.0,120755.0
CPU.S4,low,115,130076.32903633454,116954.0
CPU.S4,medium,115,34187.0,33106.0
CPU.S4,high,115,17249.95462942404,15656.0
GPU.S1,low,115,0.0,0.0
GPU.S1,medium,115,0.0,0.0
GPU.S1,high,115,0.0,0.0
GPU.S2,low,115,1030.251240553975,1002.0
GPU.S2,medium,115,1021.954306682902,900.0
GPU.S2,high,115,477.0,477.0
GPU.S3,low,115,671.0,671.0
GPU.S3,medium,115,163.0,163.0
GPU.S3,high,115,1510.0,1510.0
CPU.S1,low,116,0.0,0.0
CPU.S1,medium,116,0.0,0.0
CPU.S1,high,116,0.0,0.0
CPU.S2,low,116,429241.6184240495,482655.0
CPU.S2,medium,116,162383.57850553058,164587.0
CPU.S2,high,116,72633.16300642688,71732.0
CPU.S3,low,116,340877.0,340877.0
CPU.S3,medium,116,110193.0,110193.0
CPU.S3,high,116,121979.14927923263,116838.0
CPU.S4,low,116,130765.0,130765.0
CPU.S4,medium,116,39152.0,39152.0
CPU.S4,high,116,18102.0,18102.0
GPU.S1,low,116,0.0,0.0
GPU.S1,medium,116,0.0,0.0
GPU.S1,high,116,0.0,0.0
GPU.S2,low,116,948.0,948.0
GPU.S2,medium,116,1005.0,1005.0
GPU.S2,high,116,437.0,437.0
GPU.S3,low,116,720.0,720.0
GPU.S3,medium,116,214.0,214.0
GPU.S3,high,116,1615.0,1615.0
CPU.S1,low,117,0.0,0.0
CPU.S1,medium,117,0.0,0.0
CPU.S1,high,117,0.0,0.0
CPU.S2,low,117,403520.5509111221,488418.0
CPU.S2,medium,117,161119.6889897947,174026.0
CPU.S2,high,117,76061.79609023177,76470.0
CPU.S3,low,117,354321.39999750565,412583.0
CPU.S3,medium,117,110572.16723985998,110216.0
CPU.S3,high,117,112201.0,112201.0
CPU.S4,low,117,141659.0,126085.0
CPU.S4,medium,117,44879.0,44879.0
CPU.S4,high,117,24725.0,24725.0
GPU.S1,low,117,0.0,0.0
GPU.S1,medium,117,0.0,0.0
GPU.S1,high,117,0.0,0.0
GPU.S2,low,117,962.0,962.0
GPU.S2,medium,117,1045.0,1045.0
GPU.S2,high,117,533.0,533.0
GPU.S3,low,117,747.0,747.0
GPU.S3,medium,117,315.0,315.0
GPU.S3,high,117,1705.0,1705.0
CPU.S1,low,118,0.0,0.0
CPU.S1,medium,118,0.0,0.0
CPU.S1,high,118,0.0,0.0
CPU.S2,low,118,429241.6184240495,517689.0
CPU.S2,medium,118,176183.0,176183.0
CPU.S2,high,118,76534.0,75496.0
CPU.S3,low,118,335687.81368976634,463387.0
CPU.S3,medium,118,106093.0,106093.0
CPU.S3,high,118,117398.75547515407,89568.0
CPU.S4,low,118,141659.0,141659.0
CPU.S4,medium,118,42771.0,42771.0
CPU.S4,high,118,34955.0,34955.0
GPU.S1,low,118,0.0,0.0
GPU.S1,medium,118,0.0,0.0
GPU.S1,high,118,0.0,0.0
GPU.S2,low,118,1025.0,1025.0
GPU.S2,medium,118,1086.0,1086.0
GPU.S2,high,118,574.0,574.0
GPU.S3,low,118,911.0,911.0
GPU.S3,medium,118,384.0,384.0
GPU.S3,high,118,1772.0,1772.0
CPU.S1,low,119,0.0,0.0
CPU.S1,medium,119,0.0,0.0
CPU.S1,high,119,0.0,0.0
CPU.S2,low,119,397499.8653842403,497833.0
CPU.S2,medium,119,176182.99999999994,171246.0
CPU.S2,high,119,76534.0,76534.0
CPU.S3,low,119,350214.15547265974,506053.0
CPU.S3,medium,119,110784.16257468314,112142.0
CPU.S3,high,119,109563.35868371862,110490.0
CPU.S4,low,119,154818.0,154818.0
CPU.S4,medium,119,53390.0,53390.0
CPU.S4,high,119,34621.8398722933,30543.0
GPU.S1,low,119,0.0,0.0
GPU.S1,medium,119,0.0,0.0
GPU.S1,high,119,0.0,0.0
GPU.S2,low,119,1094.0,1094.0
GPU.S2,medium,119,1155.7758992062002,1111.0
GPU.S2,high,119,565.0,565.0
GPU.S3,low,119,892.6966462149292,821.0
GPU.S3,medium,119,656.02972338279,484.0
GPU.S3,high,119,1689.8187088474772,1641.0
CPU.S1,low,120,0.0,0.0
CPU.S1,medium,120,0.0,0.0
CPU.S1,high,120,0.0,0.0
CPU.S2,low,120,366738.1284973397,517833.0
CPU.S2,medium,120,167396.3721978625,181058.0
CPU.S2,high,120,83353.88146255742,85039.0
CPU.S3,low,120,313349.50752816926,499956.0
CPU.S3,medium,120,106093.0,113168.0
CPU.S3,high,120,121506.0,121506.0
CPU.S4,low,120,182521.04508726773,186567.0
CPU.S4,medium,120,73822.0,73822.0
CPU.S4,high,120,39600.0,39600.0
GPU.S1,low,120,0.0,0.0
GPU.S1,medium,120,0.0,0.0
GPU.S1,high,120,0.0,0.0
GPU.S2,low,120,1068.0,1068.0
GPU.S2,medium,120,1175.0,1175.0
GPU.S2,high,120,549.0,549.0
GPU.S3,low,120,829.4873687332916,820.0
GPU.S3,medium,120,663.0,663.0
GPU.S3,high,120,1756.0,1756.0
CPU.S1,low,121,0.0,0.0
CPU.S1,medium,121,0.0,0.0
CPU.S1,high,121,0.0,0.0
CPU.S2,low,121,409883.79067349754,465274.0
CPU.S2,medium,121,167396.3721978625,186815.0
CPU.S2,high,121,76039.0,76039.0
CPU.S3,low,121,368816.15547265974,498205.0
CPU.S3,medium,121,116933.21869457891,120497.0
CPU.S3,high,121,102904.0,102904.0
CPU.S4,low,121,183748.0,183748.0
CPU.S4,medium,121,74035.0,74035.0
CPU.S4,high,121,40648.0,40648.0
GPU.S1,low,121,0.0,0.0
GPU.S1,medium,121,0.0,0.0
GPU.S1,high,121,0.0,0.0
GPU.S2,low,121,1009.2383772502817,941.0
GPU.S2,medium,121,1146.0,1146.0
GPU.S2,high,121,506.0,506.0
GPU.S3,low,121,841.7193759756732,920.0
GPU.S3,medium,121,631.792186782401,732.0
GPU.S3,high,121,1820.0,1820.0
CPU.S1,low,122,0.0,0.0
CPU.S1,medium,122,0.0,0.0
CPU.S1,high,122,0.0,0.0
CPU.S2,low,122,409883.79067349754,549004.0
CPU.S2,medium,122,182110.73685601828,184879.0
CPU.S2,high,122,71235.0,71235.0
CPU.S3,low,122,368816.1554726598,424753.0
CPU.S3,medium,122,110143.99548048487,124713.0
CPU.S3,high,122,98789.32529389801,107541.0
CPU.S4,low,122,198600.67556034942,208301.0
CPU.S4,medium,122,74035.0,76223.0
CPU.S4,high,122,35964.0,35964.0
GPU.S1,low,122,0.0,0.0
GPU.S1,medium,122,0.0,0.0
GPU.S1,high,122,0.0,0.0
GPU.S2,low,122,1112.7687595132495,886.0
GPU.S2,medium,122,1200.048628881596,1117.0
GPU.S2,high,122,386.99999999999994,373.0
GPU.S3,low,122,766.7366514791078,738.0
GPU.S3,medium,122,621.0,621.0
GPU.S3,high,122,1800.0,1800.0
CPU.S1,low,123,0.0,0.0
CPU.S1,medium,123,0.0,0.0
CPU.S1,high,123,0.0,0.0
CPU.S2,low,123,392840.311884776,488284.0
CPU.S2,medium,123,168141.54779602363,180542.0
CPU.S2,high,123,67492.0,67492.0
CPU.S3,low,123,362801.0,362801.0
CPU.S3,medium,123,100283.15948563204,96106.0
CPU.S3,high,123,103129.94455032324,92779.0
CPU.S4,low,123,223859.72981557442,185524.0
CPU.S4,medium,123,69652.0,69652.0
CPU.S4,high,123,25610.0,25610.0
GPU.S1,low,123,0.0,0.0
GPU.S1,medium,123,0.0,0.0
GPU.S1,high,123,0.0,0.0
GPU.S2,low,123,1003.3908395741958,833.0
GPU.S2,medium,123,1179.3323590976106,1164.0
GPU.S2,high,123,387.0,387.0
GPU.S3,low,123,1111.2214306388062,809.0
GPU.S3,medium,123,619.6058538605577,600.0
GPU.S3,high,123,1542.0,1542.0
CPU.S1,low,124,0.0,0.0
CPU.S1,medium,124,0.0,0.0
CPU.S1,high,124,0.0,0.0
CPU.S2,low,124,400922.0,400922.0
CPU.S2,medium,124,172101.0,172101.0
CPU.S2,high,124,67491.99999999999,60025.0
CPU.S3,low,124,381575.3986521177,307888.0
CPU.S3,medium,124,100170.58905125878,83857.0
CPU.S3,high,124,101911.4079503161,88199.0
CPU.S4,low,124,245918.532809633,177659.0
CPU.S4,medium,124,53965.046018451074,53117.0
CPU.S4,high,124,16984.88235294118,15808.0
GPU.S1,low,124,0.0,0.0
GPU.S1,medium,124,0.0,0.0
GPU.S1,high,124,0.0,0.0
GPU.S2,low,124,1081.2981712779551,857.0
GPU.S2,medium,124,1269.161525764924,1123.0
GPU.S2,high,124,464.0,464.0
GPU.S3,low,124,997.0457300889386,887.0
GPU.S3,medium,124,673.0,673.0
GPU.S3,high,124,1516.0,1516.0
CPU.S1,low,125,0.0,0.0
CPU.S1,medium,125,0.0,0.0
CPU.S1,high,125,0.0,0.0
CPU.S2,low,125,382263.11803403817,454211.0
CPU.S2,medium,125,183415.79594681153,203648.0
CPU.S2,high,125,63069.0,63069.0
CPU.S3,low,125,381575.3986521177,374129.0
CPU.S3,medium,125,99324.0,99324.0
CPU.S3,high,125,99345.08985883812,86380.0
CPU.S4,low,125,220032.3714612506,210087.0
CPU.S4,medium,125,57143.858734720736,47333.0
CPU.S4,high,125,15197.0,15197.0
GPU.S1,low,125,0.0,0.0
GPU.S1,medium,125,0.0,0.0
GPU.S1,high,125,0.0,0.0
GPU.S2,low,125,1017.0962740715614,909.0
GPU.S2,medium,125,1159.0,1159.0
GPU.S2,high,125,452.0,452.0
GPU.S3,low,125,1090.9544203775708,994.0
GPU.S3,medium,125,755.0,755.0
GPU.S3,high,125,1507.5671616907348,1483.0
CPU.S1,low,126,0.0,0.0
CPU.S1,medium,126,0.0,0.0
CPU.S1,high,126,0.0,0.0
CPU.S2,low,126,380489.738428428,498086.0
CPU.S2,medium,126,181861.42318068762,257743.0
CPU.S2,high,126,66319.51993163028,74064.0
CPU.S3,low,126,381575.3986521177,450254.0
CPU.S3,medium,126,91873.78296251224,116562.0
CPU.S3,high,126,105720.0,105720.0
CPU.S4,low,126,248225.5978581563,259458.0
CPU.S4,medium,126,52281.0,52281.0
CPU.S4,high,126,14327.0,14327.0
GPU.S1,low,126,0.0,0.0
GPU.S1,medium,126,0.0,0.0
GPU.S1,high,126,0.0,0.0
GPU.S2,low,126,1077.871557688014,912.0
GPU.S2,medium,126,1280.2196517328107,1164.0
GPU.S2,high,126,414.1152724467345,407.0
GPU.S3,low,126,931.0,931.0
GPU.S3,medium,126,674.0,674.0
GPU.S3,high,126,1768.0,1768.0
CPU.S1,low,127,0.0,0.0
CPU.S1,medium,127,0.0,0.0
CPU.S1,high,127,0.0,0.0
CPU.S2,low,127,407854.82377659105,439426.0
CPU.S2,medium,127,161009.0,161009.0
CPU.S2,high,127,57988.0,57988.0
CPU.S3,low,127,361203.7871731675,377214.0
CPU.S3,medium,127,84562.0,84562.0
CPU.S3,high,127,88026.01375159793,86287.0
CPU.S4,low,127,238225.17564291361,200333.0
CPU.S4,medium,127,52904.0,52904.0
CPU.S4,high,127,17397.0,17397.0
GPU.S1,low,127,0.0,0.0
GPU.S1,medium,127,0.0,0.0
GPU.S1,high,127,0.0,0.0
GPU.S2,low,127,1046.855452638972,947.0
GPU.S2,medium,127,1245.5783427459583,1158.0
GPU.S2,high,127,456.0,456.0
GPU.S3,low,127,925.0,925.0
GPU.S3,medium,127,809.0,809.0
GPU.S3,high,127,1847.0,1847.0
CPU.S1,low,128,0.0,0.0
CPU.S1,medium,128,0.0,0.0
CPU.S1,high,128,0.0,0.0
CPU.S2,low,128,364922.73706326564,386801.0
CPU.S2,medium,128,160298.62021827183,155515.0
